"Institute","InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum","empty","Year"
"Brisk Rabbinical College","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2001"
"Brisk Rabbinical College","Total","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","5","4","","2001"
"Center for Psychoanalytic Study","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2001"
"Center for Psychoanalytic Study","Graduate","0","1","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","2","4","0","6","2","","2001"
"Center for Psychoanalytic Study","Total","0","1","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","2","4","0","6","4","","2001"
"Chicago Theological Seminary","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2001"
"Chicago Theological Seminary","Graduate","40","31","0","0","1","3","2","0","0","0","69","48","0","0","11","31","0","0","123","113","0","236","2","","2001"
"Chicago Theological Seminary","Total","40","31","0","0","1","3","2","0","0","0","69","48","0","0","11","31","0","0","123","113","0","236","4","","2001"
"Christian Life College","Undergraduate","4","3","0","0","11","9","3","2","0","0","26","33","0","0","1","5","0","0","45","52","0","97","1","","2001"
"Christian Life College","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2001"
"Christian Life College","Total","4","3","0","0","11","9","3","2","0","0","26","33","0","0","1","5","0","0","45","52","0","97","4","","2001"
"Columbia College Chicago","Undergraduate","926","652","25","26","194","183","530","454","0","0","2,578","2,825","0","0","149","138","127","104","4,529","4,382","0","8,911","1","","2001"
"Columbia College Chicago","Graduate","63","22","1","1","21","9","47","21","0","0","178","93","0","0","18","5","16","10","344","161","0","505","2","","2001"
"Columbia College Chicago","Total","989","674","26","27","215","192","577","475","0","0","2,756","2,918","0","0","167","143","143","114","4,873","4,543","0","9,416","4","","2001"
"Concordia University Chicago","Undergraduate","79","47","1","0","19","10","39","16","0","0","565","282","0","0","5","2","210","83","918","440","0","1,358","1","","2001"
"Concordia University Chicago","Graduate","32","8","0","0","6","0","7","0","0","0","128","39","0","0","2","2","300","65","475","114","0","589","2","","2001"
"Concordia University Chicago","Total","111","55","1","0","25","10","46","16","0","0","693","321","0","0","7","4","510","148","1,393","554","0","1,947","4","","2001"
"DePaul University","Undergraduate","1,095","401","24","15","681","656","1,062","587","0","0","4,275","3,266","0","0","68","70","465","355","7,670","5,350","0","13,020","1","","2001"
"DePaul University","Graduate","416","211","8","4","444","584","217","179","0","0","2,530","2,852","0","0","151","226","211","310","3,977","4,366","0","8,343","2","","2001"
"DePaul University","Total","1,511","612","32","19","1,125","1,240","1,279","766","0","0","6,805","6,118","0","0","219","296","676","665","11,647","9,716","0","21,363","4","","2001"
"Dominican University","Undergraduate","39","22","2","0","13","6","124","47","0","0","577","287","0","0","17","12","32","11","804","385","0","1,189","1","","2001"
"Dominican University","Graduate","60","20","2","1","20","10","58","19","0","0","707","185","0","0","56","41","131","34","1,034","310","0","1,344","2","","2001"
"Dominican University","Total","99","42","4","1","33","16","182","66","0","0","1,284","472","0","0","73","53","163","45","1,838","695","0","2,533","4","","2001"
"East-West University","Undergraduate","545","260","2","0","13","7","64","48","0","0","18","7","0","0","34","66","9","3","685","391","0","1,076","1","","2001"
"East-West University","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2001"
"East-West University","Total","545","260","2","0","13","7","64","48","0","0","18","7","0","0","34","66","9","3","685","391","0","1,076","4","","2001"
"Elmhurst College","Undergraduate","93","61","5","1","40","17","77","46","0","0","1,196","641","0","0","27","9","106","91","1,544","866","0","2,410","1","","2001"
"Elmhurst College","Graduate","4","1","0","0","0","10","7","8","0","0","40","39","0","0","0","8","8","5","59","71","0","130","2","","2001"
"Elmhurst College","Total","97","62","5","1","40","27","84","54","0","0","1,236","680","0","0","27","17","114","96","1,603","937","0","2,540","4","","2001"
"Erikson Institute","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2001"
"Erikson Institute","Graduate","30","1","0","0","7","0","10","0","0","0","85","5","0","0","1","0","6","1","139","7","0","146","2","","2001"
"Erikson Institute","Total","30","1","0","0","7","0","10","0","0","0","85","5","0","0","1","0","6","1","139","7","0","146","4","","2001"
"Eureka College","Undergraduate","12","19","0","0","2","1","2","4","0","0","301","197","0","0","3","3","0","0","320","224","0","544","1","","2001"
"Eureka College","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2001"
"Eureka College","Total","12","19","0","0","2","1","2","4","0","0","301","197","0","0","3","3","0","0","320","224","0","544","4","","2001"
"Garrett - Evangelical Theological Seminary","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2001"
"Garrett - Evangelical Theological Seminary","Graduate","34","20","1","0","10","6","3","2","0","0","149","73","0","0","9","19","0","0","206","120","0","326","2","","2001"
"Garrett - Evangelical Theological Seminary","Total","34","20","1","0","10","6","3","2","0","0","149","73","0","0","9","19","0","0","206","120","0","326","4","","2001"
"Greenville University","Undergraduate","23","44","2","4","7","6","7","9","0","0","521","457","0","0","5","10","19","12","584","542","0","1,126","1","","2001"
"Greenville University","Graduate","2","0","0","0","0","0","0","0","0","0","12","19","0","0","0","0","0","1","14","20","0","34","2","","2001"
"Greenville University","Total","25","44","2","4","7","6","7","9","0","0","533","476","0","0","5","10","19","13","598","562","0","1,160","4","","2001"
"Hebrew Theological College","Undergraduate","0","0","0","0","0","0","0","0","0","0","187","56","0","0","0","0","0","0","187","56","0","243","1","","2001"
"Hebrew Theological College","Graduate","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","5","2","","2001"
"Hebrew Theological College","Total","0","0","0","0","0","0","0","0","0","0","187","61","0","0","0","0","0","0","187","61","0","248","4","","2001"
"IBEW-NECA Technical Institute","Undergraduate","5","35","0","0","1","3","0","38","0","0","2","199","0","0","0","0","0","0","8","275","0","283","1","","2001"
"IBEW-NECA Technical Institute","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2001"
"IBEW-NECA Technical Institute","Total","5","35","0","0","1","3","0","38","0","0","2","199","0","0","0","0","0","0","8","275","0","283","4","","2001"
"Illinois Baptist College","Undergraduate","2","6","0","0","0","0","0","0","0","0","1","9","0","0","2","6","0","0","5","21","0","26","1","","2001"
"Illinois Baptist College","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2001"
"Illinois Baptist College","Total","2","6","0","0","0","0","0","0","0","0","1","9","0","0","2","6","0","0","5","21","0","26","4","","2001"
"Illinois College","Undergraduate","7","17","2","0","2","2","11","5","0","0","452","362","0","0","3","3","2","6","479","395","0","874","1","","2001"
"Illinois College","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2001"
"Illinois College","Total","7","17","2","0","2","2","11","5","0","0","452","362","0","0","3","3","2","6","479","395","0","874","4","","2001"
"Illinois College of Optometry","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2001"
"Illinois College of Optometry","Graduate","4","0","0","0","114","44","16","4","0","0","188","186","0","0","41","38","0","0","363","272","0","635","2","","2001"
"Illinois College of Optometry","Total","4","0","0","0","114","44","16","4","0","0","188","186","0","0","41","38","0","0","363","272","0","635","4","","2001"
"Illinois Institute of Technology","Undergraduate","46","80","2","5","88","194","37","110","0","0","195","704","0","0","84","245","11","41","463","1,379","0","1,842","1","","2001"
"Illinois Institute of Technology","Graduate","121","72","4","5","79","194","37","60","0","0","657","1,025","0","0","406","1,270","90","188","1,394","2,814","0","4,208","2","","2001"
"Illinois Institute of Technology","Total","167","152","6","10","167","388","74","170","0","0","852","1,729","0","0","490","1,515","101","229","1,857","4,193","0","6,050","4","","2001"
"Illinois Wesleyan University","Undergraduate","26","27","0","1","28","30","21","14","0","0","1,033","764","0","0","20","34","37","29","1,165","899","0","2,064","1","","2001"
"Illinois Wesleyan University","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2001"
"Illinois Wesleyan University","Total","26","27","0","1","28","30","21","14","0","0","1,033","764","0","0","20","34","37","29","1,165","899","0","2,064","4","","2001"
"Institute for Clinical Social Work","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2001"
"Institute for Clinical Social Work","Graduate","8","1","0","1","2","0","3","1","0","0","49","19","0","0","0","0","0","0","62","22","0","84","2","","2001"
"Institute for Clinical Social Work","Total","8","1","0","1","2","0","3","1","0","0","49","19","0","0","0","0","0","0","62","22","0","84","4","","2001"
"Judson University","Undergraduate","30","20","0","0","5","3","21","17","0","0","432","330","0","0","23","31","106","67","617","468","0","1,085","1","","2001"
"Judson University","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2001"
"Judson University","Total","30","20","0","0","5","3","21","17","0","0","432","330","0","0","23","31","106","67","617","468","0","1,085","4","","2001"
"Knowledge Systems Institute","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2001"
"Knowledge Systems Institute","Graduate","0","1","0","0","1","4","0","0","0","0","2","6","0","0","9","30","0","0","12","41","0","53","2","","2001"
"Knowledge Systems Institute","Total","0","1","0","0","1","4","0","0","0","0","2","6","0","0","9","30","0","0","12","41","0","53","4","","2001"
"Knox College","Undergraduate","26","25","5","4","27","18","31","13","0","0","445","364","0","0","64","49","37","35","635","508","0","1,143","1","","2001"
"Knox College","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2001"
"Knox College","Total","26","25","5","4","27","18","31","13","0","0","445","364","0","0","64","49","37","35","635","508","0","1,143","4","","2001"
"Lake Forest College","Undergraduate","37","27","4","1","30","24","20","17","0","0","610","391","0","0","35","64","0","0","736","524","0","1,260","1","","2001"
"Lake Forest College","Graduate","0","0","0","0","0","0","1","0","0","0","11","5","0","0","0","0","0","0","12","5","0","17","2","","2001"
"Lake Forest College","Total","37","27","4","1","30","24","21","17","0","0","621","396","0","0","35","64","0","0","748","529","0","1,277","4","","2001"
"Lake Forest Graduate School of Mgmt.","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2001"
"Lake Forest Graduate School of Mgmt.","Graduate","41","29","0","0","18","33","9","12","0","0","223","396","0","0","0","0","4","6","295","476","0","771","2","","2001"
"Lake Forest Graduate School of Mgmt.","Total","41","29","0","0","18","33","9","12","0","0","223","396","0","0","0","0","4","6","295","476","0","771","4","","2001"
"Lakeview College of Nursing","Undergraduate","3","1","0","0","1","0","2","0","0","0","46","3","0","0","0","0","0","0","52","4","0","56","1","","2001"
"Lakeview College of Nursing","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2001"
"Lakeview College of Nursing","Total","3","1","0","0","1","0","2","0","0","0","46","3","0","0","0","0","0","0","52","4","0","56","4","","2001"
"Lewis University","Undergraduate","381","167","1","3","50","35","116","137","0","0","1,294","1,010","0","0","85","65","22","17","1,949","1,434","0","3,383","1","","2001"
"Lewis University","Graduate","104","57","0","1","8","4","14","27","0","0","475","300","0","0","10","23","1","0","612","412","0","1,024","2","","2001"
"Lewis University","Total","485","224","1","4","58","39","130","164","0","0","1,769","1,310","0","0","95","88","23","17","2,561","1,846","0","4,407","4","","2001"
"Lexington College","Undergraduate","30","0","0","0","0","0","2","0","0","0","5","0","0","0","4","0","0","0","41","0","0","41","1","","2001"
"Lexington College","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2001"
"Lexington College","Total","30","0","0","0","0","0","2","0","0","0","5","0","0","0","4","0","0","0","41","0","0","41","4","","2001"
"Lincoln Christian University","Undergraduate","3","8","2","6","3","4","1","5","0","0","334","293","0","0","2","6","2","1","347","323","0","670","1","","2001"
"Lincoln Christian University","Graduate","1","4","0","2","0","0","0","0","0","0","55","155","0","0","6","16","0","0","62","177","0","239","2","","2001"
"Lincoln Christian University","Total","4","12","2","8","3","4","1","5","0","0","389","448","0","0","8","22","2","1","409","500","0","909","4","","2001"
"Lincoln College","Undergraduate","74","56","1","2","7","13","6","14","0","0","498","435","0","0","11","7","0","0","597","527","0","1,124","1","","2001"
"Lincoln College","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2001"
"Lincoln College","Total","74","56","1","2","7","13","6","14","0","0","498","435","0","0","11","7","0","0","597","527","0","1,124","4","","2001"
